Agia Varvara Pafou,172,185,Αγία Βαρβάρα Πάφου,ΑΓΙΑ ΒΑΡΒΑΡΑ ΠΑΦΟΥ
Anarita,876,1006,Αναρίτα,ΑΝΑΡΙΤΑ
Marathounta,309,325,Μαραθούντα,ΜΑΡΑΘΟΥΝΤΑ
Armou,600,663,Άρμου,ΆΡΜΟΥ
Episkopi Pafou,220,205,Επισκοπή Πάφου,ΕΠΙΣΚΟΠΗ ΠΑΦΟΥ
Nata,181,151,Νατά,ΝΑΤΑ
Choletria,264,256,Χολέτρια (τα),ΧΟΛΕΤΡΙΑ (ΤΑ)
Axylou,61,64,Αξύλου,ΑΞΥΛΟΥ
Eledio,44,35,Ελεδιό (η),ΕΛΕΔΙΟ (Η)
Tsada,1043,1180,Τσάδα,ΤΣΑΔΑ
Koili,466,559,Κοίλη,ΚΟΙΛΗ
Stroumpi,540,600,Στρουμπί,ΣΤΡΟΥΜΠΙ
Polemi,848,870,Πολέμι,ΠΟΛΕΜΙ
Kallepeia,326,343,Καλλέπεια,ΚΑΛΛΕΠΕΙΑ
Letymvou,249,240,Λετύμβου,ΛΕΤΥΜΒΟΥ
Pitargou,0,0,Πιταργού,ΠΙΤΑΡΓΟΥ
Kourdaka,7,6,Κούρδακα,ΚΟΥΡΔΑΚΑ
Lemona,51,43,Λεμώνα,ΛΕΜΩΝΑ
Choulou,147,120,Χούλου,ΧΟΥΛΟΥ
Akoursos,22,36,Ακουρσός (η),ΑΚΟΥΡΣΟΣ (Η)
Kathikas,438,387,Κάθικας,ΚΑΘΙΚΑΣ
Pegeia,3953,6945,Πέγεια,ΠΕΓΕΙΑ
Pano Archimandrita,43,26,Πάνω Αρχιμανδρίτα,ΠΑΝΩ ΑΡΧΙΜΑΝΔΡΙΤΑ
Fasoula Pafou,56,43,Φασούλα Πάφου,ΦΑΣΟΥΛΑ ΠΑΦΟΥ
Mousere,2,1,Μούσερε (το),ΜΟΥΣΕΡΕ (ΤΟ)
Mamonia,51,48,Μαμώνια (τα),ΜΑΜΩΝΙΑ (ΤΑ)
Agios Georgios Pafou,101,80,Άγιος Γεώργιος Πάφου,ΆΓΙΟΣ ΓΕΩΡΓΙΟΣ ΠΑΦΟΥ
Stavrokonnou,56,51,Σταυροκόννου,ΣΤΑΥΡΟΚΟΝΝΟΥ
Prastio Pafou,8,7,Πραστιό Πάφου,ΠΡΑΣΤΙΟ ΠΑΦΟΥ
Trachypedoula,64,43,Τραχυπέδουλα,ΤΡΑΧΥΠΕΔΟΥΛΑ
Kelokedara,193,139,Κελοκέδαρα,ΚΕΛΟΚΕΔΑΡΑ
Salamiou,265,195,Σαλαμιού,ΣΑΛΑΜΙΟΥ
Kidasi,11,18,Κιδάσι,ΚΙΔΑΣΙ
Kedares,80,39,Κέδαρες (οι),ΚΕΔΑΡΕΣ (ΟΙ)
Mesana,31,21,Μέσανα,ΜΕΣΑΝΑ
Praitori,23,28,Πραιτώρι,ΠΡΑΙΤΩΡΙ
Filousa Kelokedaron,17,15,Φιλούσα Κελοκεδάρων,ΦΙΛΟΥΣΑ ΚΕΛΟΚΕΔΑΡΩΝ
Arminou,24,31,Αρμίνου,ΑΡΜΙΝΟΥ
Agios Nikolaos Pafou,61,60,Άγιος Νικόλαος Πάφου,ΆΓΙΟΣ ΝΙΚΟΛΑΟΣ ΠΑΦΟΥ
Agios Ioannis Pafou,29,38,Άγιος Ιωάννης Πάφου,ΆΓΙΟΣ ΙΩΑΝΝΗΣ ΠΑΦΟΥ
Amargeti,209,162,Αμαργέτη,ΑΜΑΡΓΕΤΗ
Agia Marina Kelokedaron,37,37,Αγία Μαρίνα Κελοκεδάρων,ΑΓΙΑ ΜΑΡΙΝΑ ΚΕΛΟΚΕΔΑΡΩΝ
Pentalia,63,61,Πενταλιά,ΠΕΝΤΑΛΙΑ
Faleia,2,2,Φάλεια,ΦΑΛΕΙΑ
Galataria,56,45,Γαλαταριά,ΓΑΛΑΤΑΡΙΑ
Koilineia,39,25,Κοιλίνεια,ΚΟΙΛΙΝΕΙΑ
Vretsia,1,0,Βρέτσια (τα),ΒΡΕΤΣΙΑ (ΤΑ)
Statos-Agios Fotios,243,193,ΣΤΑΤΟΣ-ΆΓΙΟΣ ΦΩΤΙΟΣ,ΣΤΑΤΟΣ-ΆΓΙΟΣ ΦΩΤΙΟΣ
Lapithiou,0,0,Λαπηθιού,ΛΑΠΗΘΙΟΥ
Mamountali,18,2,Μαμούνταλη,ΜΑΜΟΥΝΤΑΛΗ
Pano Panagia,481,392,Πάνω Παναγιά,ΠΑΝΩ ΠΑΝΑΓΙΑ
Asprogia,60,56,Ασπρογιά,ΑΣΠΡΟΓΙΑ
Psathi,110,101,Ψάθι,ΨΑΘΙ
Agios Dimitrianos,91,71,Άγιος Δημητριανός,ΆΓΙΟΣ ΔΗΜΗΤΡΙΑΝΟΣ
Kannaviou,175,131,Κανναβιού,ΚΑΝΝΑΒΙΟΥ
Thrinia,55,44,Θρινιά,ΘΡΙΝΙΑ
Milia Pafou,14,6,Μηλιά Πάφου,ΜΗΛΙΑ ΠΑΦΟΥ
Kritou Marottou,85,69,Κρίτου Μαρόττου,ΚΡΙΤΟΥ ΜΑΡΟΤΤΟΥ
Fyti,150,76,Φύτη,ΦΥΤΗ
Lasa,67,57,Λάσα,ΛΑΣΑ
Drymou,110,105,Δρύμου,ΔΡΥΜΟΥ
Simou,185,207,Σίμου,ΣΙΜΟΥ
Anadiou,17,17,Αναδιού,ΑΝΑΔΙΟΥ
Sarama,2,0,Σαραμά,ΣΑΡΑΜΑ
Evretou,3,0,Ευρέτου,ΕΥΡΕΤΟΥ
Filousa Chrysochous,31,28,Φιλούσα Χρυσοχούς,ΦΙΛΟΥΣΑ ΧΡΥΣΟΧΟΥΣ
Kios,0,0,Κιός (η),ΚΙΟΣ (Η)
Meladeia,17,19,Μελάδεια,ΜΕΛΑΔΕΙΑ
Melandra,2,0,Μελάνδρα,ΜΕΛΑΝΔΡΑ
Lysos,205,172,Λυσός (η),ΛΥΣΟΣ (Η)
Peristerona Pafou,302,290,Περιστερώνα Πάφου,ΠΕΡΙΣΤΕΡΩΝΑ ΠΑΦΟΥ
Theletra,269,155,Θελέτρα,ΘΕΛΕΤΡΑ
Giolou,762,814,Γιόλου,ΓΙΟΛΟΥ
Pano Akourdaleia,44,34,Πάνω Ακουρδάλεια,ΠΑΝΩ ΑΚΟΥΡΔΑΛΕΙΑ
Miliou,89,57,Μηλιού,ΜΗΛΙΟΥ
Kato Akourdaleia,65,52,Κάτω Ακουρδάλεια,ΚΑΤΩ ΑΚΟΥΡΔΑΛΕΙΑ
Tera,36,18,Τέρα,ΤΕΡΑ
Kritou Tera,86,68,Κρίτου Τέρα,ΚΡΙΤΟΥ ΤΕΡΑ
Skoulli,65,73,Σκούλλη (του),ΣΚΟΥΛΛΗ (ΤΟΥ)
Choli,83,74,Χόλη (του),ΧΟΛΗ (ΤΟΥ)
Loukrounou,4,13,Λουκρούνου,ΛΟΥΚΡΟΥΝΟΥ
Karamoullides,33,4,Καραμούλληδες,ΚΑΡΑΜΟΥΛΛΗΔΕΣ
Chrysochou,132,116,Χρυσοχού,ΧΡΥΣΟΧΟΥ
Polis,2018,2573,Πόλις (η),ΠΟΛΙΣ (Η)
Neo Chorio Pafou,519,522,Νέο Χωριό Πάφου,ΝΕΟ ΧΩΡΙΟ ΠΑΦΟΥ
Goudi,204,231,Γουδί,ΓΟΥΔΙ
Kato Arodes,39,46,Κάτω Αρόδες (οι),ΚΑΤΩ ΑΡΟΔΕΣ (ΟΙ)
Pano Arodes,135,137,Πάνω Αρόδες (οι),ΠΑΝΩ ΑΡΟΔΕΣ (ΟΙ)
Ineia,385,319,Ίνεια,ΊΝΕΙΑ
Drouseia,405,473,Δρούσεια,ΔΡΟΥΣΕΙΑ
Fasli,0,0,Φάσλι,ΦΑΣΛΙ
Androlikou,34,28,Ανδρολίκου,ΑΝΔΡΟΛΙΚΟΥ
Pelathousa,57,53,Πελαθούσα,ΠΕΛΑΘΟΥΣΑ
Kynousa,71,77,Κυνούσα,ΚΥΝΟΥΣΑ
Makounta,116,71,Μακούντα,ΜΑΚΟΥΝΤΑ
Argaka,1078,1081,Αργάκα,ΑΡΓΑΚΑ
Gialia,202,182,Γιαλιά,ΓΙΑΛΙΑ
Agia Marina Chrysochous,647,591,Αγία Μαρίνα Χρυσοχούς,ΑΓΙΑ ΜΑΡΙΝΑ ΧΡΥΣΟΧΟΥΣ
Nea Dimmata,50,55,Νέα Δήμματα (τα),ΝΕΑ ΔΗΜΜΑΤΑ (ΤΑ)
Pomos,448,450,Πομός,ΠΟΜΟΣ
Steni,173,161,Στενή,ΣΤΕΝΗ
Agios Isidoros,7,13,Άγιος Ισίδωρος,ΆΓΙΟΣ ΙΣΙΔΩΡΟΣ
